PARK,PLOT,SPECIES,REP,DATE,PLOT,SUBPLOT,HEIGHT,TOTALINFL,TOPINFL_FR,SIDEINFL_FR,FR_PER_INFL,FINALFR,SEEDSPERFR,FINALSEED,NOTES
BR,ALONE,CLAPUR,1,7/23/2025,,,12.2,,,,,11,55,605,
BR,ALONE,CLAPUR,2,,,,,,,,,,55,0,gone
BR,ALONE,CLAPUR,3,7/23/2025,,,7.8,,,,,5,55,275,"BT, herb"
BR,ALONE,CLAPUR,4,7/23/2025,,,4.9,,,,,2,55,110,BT
BR,ALONE,CLAPUR,5,7/23/2025,,,9.5,,,,,16,55,880,
BR,ALONE,CLAPUR,6,7/23/2025,,,2.1,,,,,0,55,0,BT
BR,ALONE,CLAPUR,7,,,,,,,,,,55,0,gone
BR,ALONE,CLAPUR,8,7/23/2025,,,3.2,,,,,0,55,0,BT
BR,ALONE,CLAPUR,9,7/23/2025,,,5.5,,,,,4,55,220,BT
BR,ALONE,CLAPUR,10,7/23/2025,,,6.5,,,,,6,55,330,BT
BR,ALONE,CLAPUR,11,7/23/2025,,,9.2,,,,,5,55,275,BT
BR,ALONE,CLAPUR,12,7/23/2025,,,5.6,,,,,7,55,385,BT
BR,ALONE,CLAPUR,13,7/23/2025,,,3.1,,,,,2,55,110,BT
BR,ALONE,CLAPUR,14,,,,,,,,,,55,0,gone
BR,ALONE,CLAPUR,15,7/23/2025,,,4.4,,,,,6,55,330,herb
BR,DIVERSE,CLAPUR,1,7/29/2025,12,E4,13.9,,,,,1,55,55,
BR,DIVERSE,CLAPUR,2,,10,C3,,,,,,,55,0,gone
BR,DIVERSE,CLAPUR,3,7/29/2025,3,D2,7,,,,,1,55,55,
BR,DIVERSE,CLAPUR,4,,11,,,,,,,,55,0,
BR,DIVERSE,CLAPUR,5,,7,,,,,,,,55,0,gone
BR,DIVERSE,CLAPUR,6,7/29/2025,13,D3,26,,,,,2,55,110,
BR,DIVERSE,CLAPUR,7,7/29/2025,12,C3,8.8,,,,,3,55,165,
BR,DIVERSE,CLAPUR,8,7/23/2025,6,,,,,,,,55,0,gone
BR,DIVERSE,CLAPUR,9,7/29/2025,12,B3,16.2,,,,,1,55,55,
BR,DIVERSE,CLAPUR,10,7/23/2025,12,,,,,,,,55,0,gone
BR,DIVERSE,CLAPUR,11,7/23/2025,1,E2,14.2,,,,,1,55,55,
BR,DIVERSE,CLAPUR,12,7/23/2025,1,A3,19.1,,,,,2,55,110,
BR,DIVERSE,CLAPUR,13,7/23/2025,9,D2,11.6,,,,,1,55,55,
BR,DIVERSE,CLAPUR,14,7/23/2025,1,B2,20.2,,,,,2,55,110,
BR,DIVERSE,CLAPUR,15,7/23/2025,1,C2,6.9,,,,,1,55,55,
BR,DIVERSE,CLAPUR,16,7/23/2025,1,C1,14.5,,,,,4,55,220,
BR,DIVERSE,CLAPUR,,7/23/2035,9,E3,6,,,,,1,55,55,
BR,DIVERSE,CLAPUR,,7/29/2025,12,C4,14.5,,,,,3,55,165,
BR,DIVERSE,CLAPUR,,7/23/2035,2,D5,48.2,,,,,15,55,825,
BR,DIVERSE,CLAPUR,,7/23/2035,2,E1,7.6,,,,,1,55,55,
BR,DIVERSE,CLAPUR,,7/23/2035,2,E2,8.9,,,,,2,55,110,
BR,DIVERSE,CLAPUR,,7/23/2035,2,A5,6.2,,,,,1,55,55,
BR,DIVERSE,CLAPUR,,7/23/2035,9,E4,10.1,,,,,1,55,55,
BR,DIVERSE,CLAPUR,,7/23/2035,2,D1,10.3,,,,,1,55,55,
BR,DIVERSE,CLAPUR,,7/23/2035,9,E5,8.2,,,,,1,55,55,
BR,DIVERSE,CLAPUR,,7/23/2035,9,C5,9.1,,,,,1,55,55,
BR,DIVERSE,CLAPUR,,7/23/2035,2,C4,28.5,,,,,4,55,220,
BR,DIVERSE,CLAPUR,,7/23/2035,2,D3,6.6,,,,,1,55,55,
BR,DIVERSE,CLAPUR,,7/23/2035,9,B5,4.6,,,,,1,55,55,
BR,DIVERSE,CLAPUR,,7/23/2035,2,C1,4.9,,,,,1,55,55,
BR,DIVERSE,CLAPUR,,7/23/2035,2,C2,20,,,,,1,55,55,
BR,DIVERSE,CLAPUR,,7/23/2035,2,B3,5.2,,,,,1,55,55,
BR,DIVERSE,CLAPUR,,7/23/2035,2,A3,9.1,,,,,1,55,55,
BR,DIVERSE,CLAPUR,,7/29/2025,5,E5,5.8,,,,,1,55,55,
BR,DIVERSE,CLAPUR,,7/29/2025,5,A2,8.5,,,,,1,55,55,
BR,DIVERSE,CLAPUR,,7/29/2025,5,B5,12.4,,,,,1,55,55,
BR,DIVERSE,CLAPUR,,7/29/2025,5,B4,23.5,,,,,2,55,110,
BR,DIVERSE,CLAPUR,,7/29/2025,5,B2,14.4,,,,,1,55,55,
BR,DIVERSE,CLAPUR,,7/29/2025,5,D4,9.6,,,,,1,55,55,
BR,DIVERSE,CLAPUR,,7/29/2025,4,A1,6.6,,,,,1,55,55,
BR,DIVERSE,CLAPUR,,7/29/2025,4,A2,7.2,,,,,1,55,55,
BR,DIVERSE,CLAPUR,,7/29/2025,4,B2,9.5,,,,,1,55,55,
BR,DIVERSE,CLAPUR,,7/29/2025,12,E2,9.1,,,,,1,55,55,
BR,DIVERSE,CLAPUR,,7/29/2025,12,C2,14.5,,,,,1,55,55,
BR,DIVERSE,CLAPUR,,7/29/2025,12,B2,8.2,,,,,1,55,55,
BR,DIVERSE,CLAPUR,,7/29/2025,12,E3,11.3,,,,,2,55,110,
BR,DIVERSE,CLAPUR,,7/29/2025,4,A3,11.5,,,,,1,55,55,
BR,DIVERSE,CLAPUR,,7/29/2025,4,C4,2.6,,,,,1,55,55,
BR,DIVERSE,CLAPUR,,7/29/2025,4,B3,8,,,,,1,55,55,
BR,DIVERSE,CLAPUR,,7/29/2025,12,A3,5.6,,,,,1,55,55,
BR,DIVERSE,CLAPUR,,7/29/2025,12,D4,15.5,,,,,4,55,220,
BR,DIVERSE,CLAPUR,,7/29/2025,12,A4,19.7,,,,,1,55,55,
BR,DIVERSE,CLAPUR,,7/29/2025,4,C5,7.1,,,,,0,55,0,
BR,DIVERSE,CLAPUR,,7/29/2025,4,A5,16.6,,,,,1,55,55,
BR,DIVERSE,CLAPUR,,7/29/2025,13,C1,14.5,,,,,1,55,55,
BR,DIVERSE,CLAPUR,,7/29/2025,13,B3,17.6,,,,,1,55,55,
BR,DIVERSE,CLAPUR,,7/29/2025,13,C3,25.5,,,,,2,55,110,
BR,DIVERSE,CLAPUR,,7/29/2025,13,C4,8.3,,,,,1,55,55,
BR,DIVERSE,CLAPUR,,7/29/2025,13,A5,8.1,,,,,1,55,55,
BR,DIVERSE,CLAPUR,,7/29/2025,13,E5,12.8,,,,,1,55,55,
BR,DIVERSE,CLAPUR,,7/29/2025,3,E5,16.1,,,,,2,55,110,
BR,DIVERSE,CLAPUR,,7/29/2025,3,D5,8,,,,,2,55,110,
BR,DIVERSE,CLAPUR,,7/29/2025,3,D4,7.2,,,,,2,55,110,
BR,DIVERSE,CLAPUR,,7/29/2025,3,C1,22.1,,,,,4,55,220,
BR,DIVERSE,CLAPUR,,7/29/2025,3,B1,5.1,,,,,1,55,55,
BR,DIVERSE,CLAPUR,,7/29/2025,3,E1,15.1,,,,,1,55,55,
BR,DIVERSE,CLAPUR,,7/29/2025,3,A2,11.2,,,,,1,55,55,
BR,DIVERSE,CLAPUR,,7/29/2025,13,D1,12.8,,,,,1,55,55,
RF,ALONE,CLAPUR,1,7/2/2025,,,22.6,,,,,13,55,715,
RF,ALONE,CLAPUR,2,7/2/2025,,,32.5,,,,,8,55,440,
RF,ALONE,CLAPUR,3,7/2/2025,,,17,,,,,23,55,1265,
RF,ALONE,CLAPUR,4,7/2/2025,,,9.3,,,,,3,55,165,
RF,ALONE,CLAPUR,5,7/2/2025,,,16.9,,,,,4,55,220,
RF,ALONE,CLAPUR,6,7/2/2025,,,26.9,,,,,6,55,330,
RF,ALONE,CLAPUR,7,7/2/2025,,,14.8,,,,,9,55,495,
RF,ALONE,CLAPUR,8,7/2/2025,,,17.5,,,,,23,55,1265,
RF,ALONE,CLAPUR,9,7/2/2025,,,33.9,,,,,63,55,3465,
RF,ALONE,CLAPUR,10,7/2/2025,,,34.9,,,,,45,55,2475,
RF,ALONE,CLAPUR,11,7/2/2025,,,36.9,,,,,18,55,990,
RF,ALONE,CLAPUR,12,7/2/2025,,,38.3,,,,,13,55,715,
RF,ALONE,CLAPUR,13,7/2/2025,,,22.5,,,,,12,55,660,
RF,ALONE,CLAPUR,14,7/2/2025,,,30.6,,,,,33,55,1815,
RF,ALONE,CLAPUR,15,7/2/2025,,,45.7,,,,,69,55,3795,
RF,ALONE,CLAPUR,16,7/2/2025,,,56,,,,,47,55,2585,
RF,ALONE,CLAPUR,17,7/2/2025,,,23.4,,,,,5,55,275,
RF,ALONE,CLAPUR,18,7/2/2025,,,41.5,,,,,49,55,2695,
RF,ALONE,CLAPUR,19,7/2/2025,,,20.1,,,,,28,55,1540,
RF,ALONE,CLAPUR,20,7/2/2025,,,32.8,,,,,10,55,550,
RF,DIVERSE,CLAPUR,1,,1,D4,,,,,,,55,0,gone
RF,DIVERSE,CLAPUR,2,7/8/2025,6,C2,7.5,,,,,1,55,55,
RF,DIVERSE,CLAPUR,3,,4,B4,,,,,,,55,0,gone 
RF,DIVERSE,CLAPUR,4,,5,B5,,,,,,,55,0,gone 
RF,DIVERSE,CLAPUR,5,7/8/2025,5,C3,19.3,,,,,2,55,110,
RF,DIVERSE,CLAPUR,6,,4,E3,,,,,,,55,0,gone
RF,DIVERSE,CLAPUR,7,7/8/2025,5,D3,7.4,,,,,1,55,55,
RF,DIVERSE,CLAPUR,8,,6,A2,,,,,,,55,0,gone
RF,DIVERSE,CLAPUR,10,7/8/2025,2,A1,10.3,,,,,0,55,0,
RF,DIVERSE,CLAPUR,11,7/2/2025,2,B2,8,,,,,0,55,0,
RF,DIVERSE,CLAPUR,12,7/2/2025,2,E5,6.4,,,,,1,55,55,
RF,DIVERSE,CLAPUR,13,7/8/2025,5,D5,10,,,,,2,55,110,
RF,DIVERSE,CLAPUR,14,7/8/2025,5,D4,16.8,,,,,21,55,1155,
RF,DIVERSE,CLAPUR,15,7/8/2025,5,A4,12.5,,,,,1,55,55,
RF,DIVERSE,CLAPUR,16,7/8/2025,5,C4,37.5,,,,,8,55,440,
RF,DIVERSE,CLAPUR,17,7/8/2025,5,B5,9.5,,,,,1,55,55,
RF,DIVERSE,CLAPUR,18,7/8/2025,5,B3,6.4,,,,,2,55,110,
RF,DIVERSE,CLAPUR,19,7/8/2025,5,D2,10.1,,,,,1,55,55,
RF,DIVERSE,CLAPUR,20,7/8/2025,6,C5,36.8,,,,,10,55,550,
RF,DIVERSE,CLAPUR,21,7/8/2025,6,C4,9.2,,,,,35,55,1925,
RF,DIVERSE,CLAPUR,22,7/8/2025,6,A2,54.7,,,,,1,55,55,
RF,DIVERSE,CLAPUR,23,7/8/2025,6,C3,10.1,,,,,5,55,275,
RF,DIVERSE,CLAPUR,24,7/8/2025,6,B3,34.6,,,,,1,55,55,
RF,DIVERSE,CLAPUR,25,7/8/2025,6,B1,13.6,,,,,2,55,110,
RF,DIVERSE,CLAPUR,26,7/8/2025,6,C1,20,,,,,4,55,220,
RF,DIVERSE,CLAPUR,27,7/8/2025,6,D1,19.1,,,,,3,55,165,
RF,DIVERSE,CLAPUR,28,7/8/2025,6,A1,17.8,,,,,1,55,55,
RF,DIVERSE,CLAPUR,29,7/8/2025,6,A1,12.7,,,,,,55,0,
SEM,ALONE,CLAPUR,1,7/18/2025,,,7,,,,,22,55,1210,
SEM,ALONE,CLAPUR,2,7/18/2025,,,8,,,,,10,55,550,
SEM,ALONE,CLAPUR,3,7/18/2025,,,12.2,,,,,7,55,385,
SEM,ALONE,CLAPUR,4,7/18/2025,,,6.1,,,,,26,55,1430,BT
SEM,ALONE,CLAPUR,5,,,,,,,,,,55,0,gone
SEM,ALONE,CLAPUR,6,7/18/2025,,,5.9,,,,,3,55,165,BT
SEM,ALONE,CLAPUR,7,7/18/2025,,,7,,,,,31,55,1705,BT
SEM,ALONE,CLAPUR,8,7/18/2025,,,7.1,,,,,3,55,165,BT
SEM,ALONE,CLAPUR,9,,,,,,,,,,55,0,gone
SEM,ALONE,CLAPUR,10,7/18/2025,,,6.8,,,,,8,55,440,BT
SEM,ALONE,CLAPUR,11,7/18/2025,,,10.6,,,,,18,55,990,BT
SEM,ALONE,CLAPUR,12,7/18/2025,,,8.1,,,,,26,55,1430,BT
SEM,ALONE,CLAPUR,13,,,,,,,,,,55,0,gone
SEM,ALONE,CLAPUR,14,,,,,,,,,,55,0,gone
SEM,ALONE,CLAPUR,15,7/18/2025,,,8.3,,,,,16,55,880,BT
SEM,ALONE,CLAPUR,16,7/18/2025,,,5.3,,,,,5,55,275,BT
SEM,ALONE,CLAPUR,17,7/18/2025,,,7.3,,,,,24,55,1320,BT
SEM,ALONE,CLAPUR,18,7/18/2025,,,12.8,,,,,2,55,110,BT
SEM,ALONE,CLAPUR,19,7/18/2025,,,16.3,,,,,25,55,1375,BT
SEM,ALONE,CLAPUR,20,7/18/2025,,,5.3,,,,,9,55,495,BT
SEM,ALONE,CLAPUR,21,7/18/2025,,,8.1,,,,,8,55,440,BT
SEM,DIVERSE,CLAPUR,1,,5,,,,,,,,55,0,gone
SEM,DIVERSE,CLAPUR,2,7/18/2025,6,A2,5.3,,,,,1,55,55,
SEM,DIVERSE,CLAPUR,3,7/18/2025,5,B3,,,,,,,55,0,gone
SEM,DIVERSE,CLAPUR,4,7/23/2025,7,D1,,,,,,,55,0,gone
SEM,DIVERSE,CLAPUR,5,,8,A1,,,,,,,55,0,gone
SEM,DIVERSE,CLAPUR,6,,6,D5,,,,,,,55,0,gone
SEM,DIVERSE,CLAPUR,7,7/18/2025,5,,,,,,,,55,0,gone
SEM,DIVERSE,CLAPUR,8,7/18/2025,3,E2,18,,,,,1,55,55,
SEM,DIVERSE,CLAPUR,9,7/23/2025,7,A2,6.2,,,,,1,55,55,
SEM,DIVERSE,CLAPUR,10,7/22/2025,1,C1,13.8,,,,,1,55,55,
SEM,DIVERSE,CLAPUR,11,7/18/2025,5,B4,3.8,,,,,1,55,55,
SEM,DIVERSE,CLAPUR,12,7/22/2025,4,C1,7.7,,,,,1,55,55,
SEM,DIVERSE,CLAPUR,13,7/22/2025,4,B2,8.2,,,,,1,55,55,
SEM,DIVERSE,CLAPUR,14,7/22/2025,1,E2,6.9,,,,,2,55,110,
SEM,DIVERSE,CLAPUR,15,,,,,,,,,,55,0,gone
SEM,DIVERSE,CLAPUR,,7/22/2025,1,C5,9.1,,,,,1,55,55,
WIR,ALONE,CLAPUR,1,7/9/2025,,,7.9,,,,,1,55,55,
WIR,ALONE,CLAPUR,2,7/9/2025,,,10,,,,,33,55,1815,
WIR,ALONE,CLAPUR,3,7/9/2025,,,19.1,,,,,54,55,2970,
WIR,ALONE,CLAPUR,4,,,,,,,,,,55,0,gone
WIR,ALONE,CLAPUR,5,7/9/2025,,,6,,,,,8,55,440,
WIR,ALONE,CLAPUR,6,7/9/2025,,,9.1,,,,,9,55,495,BT
WIR,ALONE,CLAPUR,7,7/9/2025,,,7,,,,,14,55,770,BT
WIR,ALONE,CLAPUR,8,,,,,,,,,,55,0,gone
WIR,ALONE,CLAPUR,9,7/9/2025,,,8.3,,,,,12,55,660,
WIR,ALONE,CLAPUR,10,7/9/2025,,,15.1,,,,,40,55,2200,BT
WIR,ALONE,CLAPUR,11,7/9/2025,,,5.9,,,,,,55,0,gone
WIR,ALONE,CLAPUR,12,7/9/2025,,,11.6,,,,,47,55,2585,BT
WIR,ALONE,CLAPUR,13,7/9/2025,,,10,,,,,29,55,1595,BT
WIR,ALONE,CLAPUR,14,,,,,,,,,,55,0,gone
WIR,ALONE,CLAPUR,15,7/9/2025,,,10.7,,,,,13,55,715,BT
WIR,ALONE,CLAPUR,16,7/9/2025,,,7.4,,,,,4,55,220,
WIR,ALONE,CLAPUR,17,7/9/2025,,,17.5,,,,,40,55,2200,
WIR,ALONE,CLAPUR,18,7/9/2025,,,6.3,,,,,1,55,55,BT
WIR,ALONE,CLAPUR,19,7/9/2025,,,6.9,,,,,5,55,275,BT
WIR,ALONE,CLAPUR,20,7/9/2025,,,9.3,,,,,12,55,660,BT
WIR,ALONE,CLAPUR,21,7/9/2025,,,9.1,,,,,5,55,275,
WIR,ALONE,CLAPUR,22,7/9/2025,,,10,,,,,5,55,275,BT
WIR,ALONE,CLAPUR,23,7/9/2025,,,13.2,,,,,19,55,1045,BT
WIR,DIVERSE,CLAPUR,1,7/9/2025,1,D1,6.3,,,,,1,55,55,
WIR,DIVERSE,CLAPUR,2,,5,D1,,,,,,,55,0,gone
WIR,DIVERSE,CLAPUR,3,7/16/2025,9,C2,,,,,,,55,0,gone
WIR,DIVERSE,CLAPUR,4,7/11/2025,11,C5,5.5,,,,,1,55,55,
WIR,DIVERSE,CLAPUR,5,7/11/2025,5,D4,,,,,,,55,0,gone
WIR,DIVERSE,CLAPUR,6,,5,,,,,,,,55,0,gone
WIR,DIVERSE,CLAPUR,7,7/11/2025,3,C1,,,,,,,55,0,gone
WIR,DIVERSE,CLAPUR,8,7/11/2025,4,B1,,,,,,,55,0,gone
WIR,DIVERSE,CLAPUR,9,7/11/2025,2,B4,8.9,,,,,1,55,55,
WIR,DIVERSE,CLAPUR,10,7/11/2025,11,C3,14.1,,,,,1,55,55,
WIR,DIVERSE,CLAPUR,11,7/9/2025,1,C1,6,,,,,1,55,55,
WIR,DIVERSE,CLAPUR,12,7/9/2025,1,D2,4.8,,,,,1,55,55,
WIR,DIVERSE,CLAPUR,13,7/9/2025,1,C3,4.2,,,,,1,55,55,
WIR,DIVERSE,CLAPUR,14,7/9/2025,1,B2,2.9,,,,,1,55,55,
WIR,DIVERSE,CLAPUR,15,7/11/2025,2,A5,4.8,,,,,1,55,55,
WIR,DIVERSE,CLAPUR,16,7/11/2025,2,B5,4.5,,,,,1,55,55,
WIR,DIVERSE,CLAPUR,17,7/11/2025,5,E2,4.6,,,,,1,55,55,
WIR,DIVERSE,CLAPUR,18,7/11/2025,7,C5,6.8,,,,,3,55,165,BT
WIR,DIVERSE,CLAPUR,19,7/11/2025,2,A1,3.4,,,,,0,55,0,
WIR,DIVERSE,CLAPUR,20,7/11/2025,2,C3,4.4,,,,,1,55,55,
WIR,DIVERSE,CLAPUR,21,7/11/2025,2,B3,5.9,,,,,1,55,55,
WIR,DIVERSE,CLAPUR,22,7/11/2025,2,A2,1.3,,,,,1,55,55,
WIR,DIVERSE,CLAPUR,23,7/11/2025,2,A2,1.3,,,,,1,55,55,
WIR,DIVERSE,CLAPUR,24,7/16/2025,4,B5,7.6,,,,,1,55,55,
WIR,DIVERSE,CLAPUR,25,7/16/2025,8,C4,9.5,,,,,1,55,55,
WIR,DIVERSE,CLAPUR,26,7/16/2025,4,B4,5.4,,,,,1,55,55,
WIR,DIVERSE,CLAPUR,27,7/16/2025,4,A3,13.1,,,,,5,55,275,
WIR,DIVERSE,CLAPUR,28,7/16/2025,10,B2,9,,,,,1,55,55,
WIR,DIVERSE,CLAPUR,29,7/16/2025,10,B4,8.5,,,,,1,55,55,
WIR,DIVERSE,CLAPUR,30,7/16/2025,9,B1,17.7,,,,,2,55,110,
BR,ALONE,COLLIN,1,,,,,,,,,,5,0,gone
BR,ALONE,COLLIN,2,,,,,,,,,,5,0,gone
BR,ALONE,COLLIN,3,7/1/2025,,,8.1,,,,,5,5,25,
BR,ALONE,COLLIN,4,7/1/2025,,,4.5,,,,,4,5,20,BT
BR,ALONE,COLLIN,5,,,,,,,,,,5,0,gone
BR,ALONE,COLLIN,6,7/1/2025,,,4.4,,,,,2,5,10,BT
BR,ALONE,COLLIN,7,,,,,,,,,,5,0,gone
BR,ALONE,COLLIN,8,7/1/2025,,,5.5,,,,,6,5,30,
BR,ALONE,COLLIN,9,,,,,,,,,,5,0,gone
BR,ALONE,COLLIN,10,,,,,,,,,,5,0,gone
BR,ALONE,COLLIN,11,7/1/2025,,,4.1,,,,,1,5,5,BT
BR,ALONE,COLLIN,12,,,,,,,,,,5,0,gone
BR,ALONE,COLLIN,13,7/1/2025,,,5,,,,,3,5,15,
BR,ALONE,COLLIN,14,,,,,,,,,,5,0,gone
BR,ALONE,COLLIN,15,7/1/2025,,,4.1,,,,,1,5,5,BT
BR,ALONE,COLLIN,16,7/1/2025,,,7.4,,,,,8,5,40,
BR,ALONE,COLLIN,17,7/1/2025,,,4.3,,,,,0,5,0,
BR,ALONE,COLLIN,18,7/1/2025,,,5.2,,,,,8,5,40,
BR,ALONE,COLLIN,19,7/1/2025,,,8,,,,,4,5,20,BT
BR,ALONE,COLLIN,20,7/1/2025,,,6.1,,,,,3,5,15,BT
BR,ALONE,COLLIN,21,7/1/2025,,,4.6,,,,,3,5,15,
BR,ALONE,COLLIN,22,7/1/2025,,,8.1,,,,,5,5,25,
BR,ALONE,COLLIN,23,7/1/2025,,,4.6,,,,,1,5,5,BT
BR,DIVERSE,COLLIN,1,7/1/2025,1,D5,11.1,,,,,0,5,0,
BR,DIVERSE,COLLIN,2,7/1/2025,1,B5,8.8,,,,,1,5,5,
BR,DIVERSE,COLLIN,3,7/1/2025,1,D5,13.9,,,,,2,5,10,
BR,DIVERSE,COLLIN,4,7/1/2025,3,C4,11,,,,,3,5,15,
BR,DIVERSE,COLLIN,5,7/1/2025,11,E2,6.5,,,,,0,5,0,
BR,DIVERSE,COLLIN,6,7/1/2025,4,E1,5.9,,,,,0,5,0,
BR,DIVERSE,COLLIN,7,7/1/2025,10,D3,5,,,,,2,5,10,
BR,DIVERSE,COLLIN,8,7/1/2025,2,C4,11.4,,,,,1,5,5,
BR,DIVERSE,COLLIN,9,7/1/2025,4,C1,4.3,,,,,1,5,5,
BR,DIVERSE,COLLIN,10,7/1/2025,7,D4,,,,,,,5,0,gone
BR,DIVERSE,COLLIN,11,7/1/2025,1,D1,12.9,,,,,2,5,10,
BR,DIVERSE,COLLIN,12,7/1/2025,1,D5,14.6,,,,,8,5,40,
BR,DIVERSE,COLLIN,13,7/1/2025,1,A3,16.1,,,,,3,5,15,
BR,DIVERSE,COLLIN,15,7/1/2025,2,D3,7.4,,,,,2,5,10,
BR,DIVERSE,COLLIN,16,7/1/2025,7,A4,11.7,,,,,1,5,5,
BR,DIVERSE,COLLIN,,7/1/2025,1,D1,12.9,,,,,2,5,10,
BR,DIVERSE,COLLIN,,7/1/2025,1,D5,14.6,,,,,8,5,40,
BR,DIVERSE,COLLIN,,7/1/2025,1,A3,16.1,,,,,3,5,15,
BR,DIVERSE,COLLIN,,7/1/2025,2,B5,12.6,,,,,1,5,5,
BR,DIVERSE,COLLIN,,7/1/2025,2,D3,7.4,,,,,2,5,10,
BR,DIVERSE,COLLIN,,7/29/2025,5,A5,10.1,,,,,1,5,5,
BR,DIVERSE,COLLIN,,7/29/2025,5,C5,11.9,,,,,1,5,5,
BR,DIVERSE,COLLIN,,7/29/2025,12,D1,18.8,,,,,4,5,20,
BR,DIVERSE,COLLIN,,7/29/2025,12,C5,12,,,,,1,5,5,
BR,DIVERSE,COLLIN,,7/29/2025,3,C3,5.6,,,,,2,5,10,
RF,ALONE,COLLIN,1,6/24/2025,,,4.2,,,,,0,5,0,bt
RF,ALONE,COLLIN,2,6/24/2025,,,15,,,,,14,5,70,
RF,ALONE,COLLIN,3,6/24/2025,,,12.4,,,,,23,5,115,
RF,ALONE,COLLIN,4,6/24/2025,,,9.2,,,,,3,5,15,
RF,ALONE,COLLIN,5,6/24/2025,,,14.6,,,,,12,5,60,
RF,ALONE,COLLIN,6,6/24/2025,,,12.6,,,,,10,5,50,
RF,ALONE,COLLIN,7,6/24/2025,,,12.2,,,,,3,5,15,bt
RF,ALONE,COLLIN,8,6/24/2025,,,15.7,,,,,20,5,100,
RF,ALONE,COLLIN,9,6/24/2025,,,18.4,,,,,43,5,215,
RF,ALONE,COLLIN,10,6/24/2025,,,20.8,,,,,45,5,225,
RF,ALONE,COLLIN,11,6/24/2025,,,12.3,,,,,5,5,25,
RF,ALONE,COLLIN,12,6/24/2025,,,22.1,,,,,48,5,240,
RF,ALONE,COLLIN,13,6/24/2025,,,11.5,,,,,11,5,55,
RF,ALONE,COLLIN,14,6/24/2025,,,7.7,,,,,2,5,10,
RF,ALONE,COLLIN,15,6/24/2025,,,22,,,,,70,5,350,
RF,ALONE,COLLIN,16,6/24/2025,,,21.4,,,,,54,5,270,
RF,ALONE,COLLIN,17,6/24/2025,,,27.6,,,,,307,5,1535,
RF,ALONE,COLLIN,18,6/24/2025,,,13.3,,,,,10,5,50,
RF,ALONE,COLLIN,19,6/24/2025,,,22,,,,,58,5,290,
RF,ALONE,COLLIN,20,6/24/2025,,,14.6,,,,,18,5,90,
RF,DIVERSE,COLLIN,1,6/24/2025,2,B1,11.8,,,,,2,5,10,
RF,DIVERSE,COLLIN,2,6/24/2025,1,D3,14.5,,,,,1,5,5,
RF,DIVERSE,COLLIN,3,6/24/2025,2,D3,16.3,,,,,0,5,0,
RF,DIVERSE,COLLIN,4,6/24/2025,2,C4,12.1,,,,,2,5,10,
RF,DIVERSE,COLLIN,5,6/24/2025,2,D3,13.3,,,,,2,5,10,
RF,DIVERSE,COLLIN,6,6/24/2025,1,A5,5.4,,,,,0,5,0,bt
RF,DIVERSE,COLLIN,7,6/24/2025,4,C1,5.5,,,,,0,5,0,bt
RF,DIVERSE,COLLIN,8,6/24/2025,2,D5,11.5,,,,,2,5,10,
RF,DIVERSE,COLLIN,9,6/24/2025,1,A5,9.9,,,,,0,5,0,bt
RF,DIVERSE,COLLIN,10,6/24/2025,3,B5,9.9,,,,,0,5,0,bt
RF,DIVERSE,COLLIN,11,6/24/2025,2,C4,17,,,,,13,5,65,
