PARK,PLOT,SPECIES,REP,DATE,PLOT,SUBPLOT,HEIGHT,TOTALINFL,TOPINFL_FR,SIDEINFL_FR,FR_PER_INFL,FINALFR,SEEDSPERFR,FINALSEED,NOTES
RF,DIVERSE,PLAFIG,5,6/24/2025,6,A5,10.3,,,,,5,4,20,
RF,DIVERSE,PLAFIG,6,6/24/2025,5,A5,11.1,,,,,7,4,28,
RF,DIVERSE,PLAFIG,7,6/24/2025,6,C1,9.7,,,,,2,4,8,
SEM,ALONE,PLAFIG,1,7/1/2025,,,9.6,,,,,70,4,280,
SEM,ALONE,PLAFIG,2,7/1/2025,,,8.1,,,,,239,4,956,
SEM,ALONE,PLAFIG,3,7/1/2025,,,15.1,,,,,173,4,692,
SEM,ALONE,PLAFIG,4,7/1/2025,,,14.9,,,,,179,4,716,
SEM,ALONE,PLAFIG,5,7/1/2025,,,15.2,,,,,284,4,1136,
SEM,ALONE,PLAFIG,6,7/1/2025,,,15.1,,,,,79,4,316,
SEM,ALONE,PLAFIG,7,7/1/2025,,,14.1,,,,,331,4,1324,
SEM,ALONE,PLAFIG,8,7/1/2025,,,14.1,,,,,198,4,792,
SEM,ALONE,PLAFIG,9,7/1/2025,,,10.2,,,,,269,4,1076,
SEM,ALONE,PLAFIG,10,7/1/2025,,,7.8,,,,,17,4,68,
SEM,ALONE,PLAFIG,11,7/1/2025,,,25.2,,,,,143,4,572,
SEM,ALONE,PLAFIG,12,7/1/2025,,,10.5,,,,,105,4,420,
SEM,ALONE,PLAFIG,13,7/1/2025,,,19.5,,,,,68,4,272,
SEM,ALONE,PLAFIG,14,7/1/2025,,,12.2,,,,,114,4,456,
SEM,ALONE,PLAFIG,15,7/1/2025,,,8.2,,,,,214,4,856,
SEM,ALONE,PLAFIG,16,7/18/2025,,,16.5,,,,,300,4,1200,
SEM,ALONE,PLAFIG,17,7/18/2025,,,17,,,,,200,4,800,
SEM,DIVERSE,PLAFIG,1,7/1/2025,3,E3,10,,,,,4,4,16,
SEM,DIVERSE,PLAFIG,2,7/1/2025,2,E3,5,,,,,0,4,0,
SEM,DIVERSE,PLAFIG,3,7/1/2025,2,E3,8.4,,,,,8,4,32,
SEM,DIVERSE,PLAFIG,4,7/1/2025,2,D4,2.8,,,,,2,4,8,
SEM,DIVERSE,PLAFIG,5,7/1/2025,1,E1,,,,,,,4,0,gone
SEM,DIVERSE,PLAFIG,6,7/1/2025,1,E1,6.8,,,,,0,4,0,
SEM,DIVERSE,PLAFIG,7,7/1/2025,1,A5,16.4,,,,,2,4,8,BT
SEM,DIVERSE,PLAFIG,,7/22/2025,1,B4,19.8,,,,,2,4,8,BT
WIR,ALONE,PLAFIG,1,6/27/2025,,,9.9,,,,,50,4,200,
WIR,ALONE,PLAFIG,2,,,,,,,,,,4,0,gone
WIR,ALONE,PLAFIG,3,6/27/2025,,,11.1,,,,,49,4,196,
WIR,ALONE,PLAFIG,4,6/27/2025,,,3.1,,,,,18,4,72,
WIR,ALONE,PLAFIG,5,6/27/2025,,,10.4,,,,,52,4,208,
WIR,ALONE,PLAFIG,6,6/27/2025,,,6.5,,,,,29,4,116,
WIR,ALONE,PLAFIG,7,6/27/2025,,,8.9,,,,,50,4,200,
WIR,ALONE,PLAFIG,8,6/27/2025,,,10.2,,,,,84,4,336,
WIR,ALONE,PLAFIG,9,,,,,,,,,,4,0,gone
WIR,ALONE,PLAFIG,10,6/27/2025,,,12.4,,,,,191,4,764,
WIR,ALONE,PLAFIG,11,6/27/2025,,,5.6,,,,,20,4,80,
WIR,ALONE,PLAFIG,12,6/27/2025,,,4.1,,,,,28,4,112,
WIR,ALONE,PLAFIG,13,6/27/2025,,,7.3,,,,,32,4,128,
WIR,ALONE,PLAFIG,14,6/27/2025,,,3.5,,,,,20,4,80,
WIR,ALONE,PLAFIG,15,6/27/2025,,,9.8,,,,,109,4,436,
WIR,DIVERSE,PLAFIG,1,6/27/2025,4,D3,8,,,,,3,4,12,
WIR,DIVERSE,PLAFIG,2,7/11/2025,3,E3,0.6,,,,,1,4,4,
BR,ALONE,PLECON,1,,,,,,,,,,,0,gone
BR,ALONE,PLECON,2,,,,,,,,,,,0,gone
BR,ALONE,PLECON,3,7/1/2025,,,5,0,,,,,,0,BT
BR,ALONE,PLECON,4,,,,,,,,,,,0,gone
BR,ALONE,PLECON,5,,,,,,,,,,,0,gone
BR,ALONE,PLECON,6,7/1/2025,,,9.5,2,,,,,,48,
BR,ALONE,PLECON,7,,,,,,,,,,,0,gone
BR,ALONE,PLECON,8,7/1/2025,,,10,1,,,,,,24,
BR,ALONE,PLECON,9,,,,,,,,,,,0,gone
BR,ALONE,PLECON,10,7/1/2025,,,13.9,8,,,,,,350,
BR,ALONE,PLECON,11,7/1/2025,,,9.9,1,,,,,,24,BT
BR,ALONE,PLECON,12,,,,,,,,,,,0,gone
BR,ALONE,PLECON,13,7/1/2025,,,13.4,6,,,,,,322,BT
BR,ALONE,PLECON,14,,,,,,,,,,,0,gone
BR,ALONE,PLECON,15,7/1/2025,,,3.5,1,,,,,,24,
BR,ALONE,PLECON,16,7/1/2025,,,9.7,2,,,,,,48,BT
BR,ALONE,PLECON,17,7/1/2025,,,8.3,4,,,,,,119,
BR,ALONE,PLECON,18,7/1/2025,,,12.7,5,,,,,,189,BT
BR,ALONE,PLECON,19,7/1/2025,,,24.3,4,,,,,,119,
BR,ALONE,PLECON,20,7/1/2025,,,11.8,5,,,,,,189,
BR,ALONE,PLECON,21,7/1/2025,,,6.5,2,,,,,,48,
BR,ALONE,PLECON,22,7/1/2025,,,11.7,28,,,,,,1166,
BR,ALONE,PLECON,23,7/1/2025,,,8.5,12,,,,,,578,
BR,DIVERSE,PLECON,1,7/1/2025,7,D5,13.2,0,,,,,,0,
BR,DIVERSE,PLECON,2,7/1/2025,5,E1,11.1,0,,,,,,0,BT
BR,DIVERSE,PLECON,3,7/1/2025,5,D5,10.6,1,,,,,,24,
BR,DIVERSE,PLECON,4,7/1/2025,3,D2,12.3,1,,,,,,24,
BR,DIVERSE,PLECON,5,7/1/2025,1,D1,17.6,1,,,,,,47,
BR,DIVERSE,PLECON,6,7/1/2025,9,B4,3.9,1,,,,,,24,
BR,DIVERSE,PLECON,7,7/1/2025,4,D2,8.9,0,,,,,,0,BT
BR,DIVERSE,PLECON,8,7/1/2025,7,D2,,,,,,,,0,gone
BR,DIVERSE,PLECON,9,7/1/2025,14,D2,6.8,1,,,,,,24,
BR,DIVERSE,PLECON,10,7/1/2025,12,E3,,,,,,,,0,gone
BR,DIVERSE,PLECON,11,7/23/2025,1,B4,15.6,1,,,,,,47,
BR,DIVERSE,PLECON,12,7/23/2025,1,C2,10.2,2,,,,,,48,
BR,DIVERSE,PLECON,13,7/1/2025,2,D4,11.7,2,,,,,,48,BT
BR,DIVERSE,PLECON,14,7/1/2025,2,C5,14.5,1,,,,,,24,
BR,DIVERSE,PLECON,15,7/1/2025,2,C3,10,1,,,,,,24,
BR,DIVERSE,PLECON,16,7/1/2025,2,C4,17.1,1,,,,,,47,
BR,DIVERSE,PLECON,17,7/1/2025,2,D2,20.4,2,,,,,,48,
BR,DIVERSE,PLECON,18,7/1/2025,2,A1,12.5,1,,,,,,24,
BR,DIVERSE,PLECON,19,7/1/2025,9,D4,11.2,1,,,,,,24,
BR,DIVERSE,PLECON,20,7/1/2025,3,A5,16.7,3,,,,,,95,BT
BR,DIVERSE,PLECON,21,7/1/2025,9,A3,6.6,1,,,,,,24,
BR,DIVERSE,PLECON,22,7/1/2025,9,E1,14.7,1,,,,,,24,
BR,DIVERSE,PLECON,23,7/1/2025,4,C4,9.6,1,,,,,,24,
BR,DIVERSE,PLECON,24,7/1/2025,9,D1,13.2,1,,,,,,24,
BR,DIVERSE,PLECON,25,7/1/2025,4,E5,12.3,1,,,,,,24,
BR,DIVERSE,PLECON,26,7/1/2025,4,A5,12.7,1,,,,,,24,
BR,DIVERSE,PLECON,27,7/1/2025,9,D4,12.2,2,,,,,,48,
BR,DIVERSE,PLECON,28,7/1/2025,5,E3,8.5,2,,,,,,48,
BR,DIVERSE,PLECON,29,7/1/2025,5,C5,17.1,3,,,,,,95,BT
BR,DIVERSE,PLECON,30,7/1/2025,5,C2,15,2,,,,,,48,
BR,DIVERSE,PLECON,31,7/1/2025,11,D1,18.2,1,,,,,,47,
BR,DIVERSE,PLECON,32,7/1/2025,5,E4,3.2,1,,,,,,24,
BR,DIVERSE,PLECON,33,7/1/2025,11,C5,13.9,2,,,,,,48,
BR,DIVERSE,PLECON,34,7/1/2025,6,E4,13.5,1,,,,,,24,
BR,DIVERSE,PLECON,35,7/1/2025,11,B4,10.3,2,,,,,,48,
BR,DIVERSE,PLECON,36,7/1/2025,11,D2,6,2,,,,,,48,
BR,DIVERSE,PLECON,37,7/1/2025,11,E1,16.6,3,,,,,,95,
BR,DIVERSE,PLECON,38,7/1/2025,12,D2,9.6,2,,,,,,48,
BR,DIVERSE,PLECON,39,7/1/2025,12,D3,11.3,1,,,,,,24,BT
BR,DIVERSE,PLECON,40,7/1/2025,7,A2,10.5,1,,,,,,24,
BR,DIVERSE,PLECON,41,7/1/2025,12,E4,15.6,3,,,,,,95,
BR,DIVERSE,PLECON,42,7/1/2025,12,D4,14.5,2,,,,,,48,
BR,DIVERSE,PLECON,43,7/1/2025,10,D5,10.6,1,,,,,,24,
BR,DIVERSE,PLECON,44,7/1/2025,10,D1,13.1,1,,,,,,24,
BR,DIVERSE,PLECON,45,7/1/2025,10,E3,13.4,2,,,,,,48,
BR,DIVERSE,PLECON,46,7/1/2025,10,D1,14.5,2,,,,,,48,
BR,DIVERSE,PLECON,47,7/1/2025,13,A1,10.5,3,,,,,,95,
BR,DIVERSE,PLECON,48,7/1/2025,10,B2,9.5,3,,,,,,95,
BR,DIVERSE,PLECON,49,7/1/2025,10,E5,4.1,1,,,,,,24,
BR,DIVERSE,PLECON,50,7/1/2025,13,A2,12.2,1,,,,,,24,
BR,DIVERSE,PLECON,51,7/1/2025,13,D5,9.2,1,,,,,,24,
BR,DIVERSE,PLECON,52,7/1/2025,14,E2,12.8,3,,,,,,95,
BR,DIVERSE,PLECON,53,7/1/2025,14,B1,9.8,2,,,,,,48,
BR,DIVERSE,PLECON,54,7/1/2025,14,E2,10.3,1,,,,,,24,
BR,DIVERSE,PLECON,55,7/1/2025,14,C4,11,2,,,,,,48,
BR,DIVERSE,PLECON,56,7/1/2025,14,C1,9.4,1,,,,,,24,
BR,DIVERSE,PLECON,57,7/1/2025,8,E1,3.2,2,,,,,,48,
BR,DIVERSE,PLECON,58,7/1/2025,1,A4,18.1,1,,,,,,47,
BR,DIVERSE,PLECON,,7/23/2035,1,D1,16.9,1,,,,,,47,
BR,DIVERSE,PLECON,,7/23/2035,9,B3,17.8,2,,,,,,24,
BR,DIVERSE,PLECON,,7/23/2035,9,C3,6.8,1,,,,,,24,
BR,DIVERSE,PLECON,,7/23/2035,2,B5,12,1,,,,,,24,
BR,DIVERSE,PLECON,,7/23/2035,2,E3,12.2,1,,,,,,24,BT
BR,DIVERSE,PLECON,,7/23/2035,9,D4,7.6,1,,,,,,48,
BR,DIVERSE,PLECON,,7/23/2035,2,D5,10.1,1,,,,,,24,
BR,DIVERSE,PLECON,,7/23/2035,2,D4,14.7,1,,,,,,47,
BR,DIVERSE,PLECON,,7/23/2035,2,C3,12.2,2,,,,,,24,
BR,DIVERSE,PLECON,,7/23/2035,2,B1,16.5,1,,,,,,47,
BR,DIVERSE,PLECON,,7/23/2035,2,B2,9.1,1,,,,,,47,
BR,DIVERSE,PLECON,,7/29/2025,5,A1,6.2,1,,,,,,24,
BR,DIVERSE,PLECON,,7/29/2025,5,E4,10.9,1,,,,,,24,
BR,DIVERSE,PLECON,,7/29/2025,5,E3,9.6,1,,,,,,24,
BR,DIVERSE,PLECON,,7/29/2025,5,E1,12.5,1,,,,,,24,
BR,DIVERSE,PLECON,,7/29/2025,4,E4,13.8,1,,,,,,24,
BR,DIVERSE,PLECON,,7/29/2025,4,D2,11.6,1,,,,,,24,
BR,DIVERSE,PLECON,,7/29/2025,4,E1,13.3,1,,,,,,24,BT
BR,DIVERSE,PLECON,,7/29/2025,12,C1,15.5,1,,,,,,24,
BR,DIVERSE,PLECON,,7/29/2025,4,C3,8.9,1,,,,,,24,
BR,DIVERSE,PLECON,,7/29/2025,12,D4,12.6,1,,,,,,24,
BR,DIVERSE,PLECON,,7/29/2025,4,A4,6,1,,,,,,24,
BR,DIVERSE,PLECON,,7/29/2025,4,D4,9.8,1,,,,,,24,
BR,DIVERSE,PLECON,,7/29/2025,12,B5,14.6,2,,,,,,24,
BR,DIVERSE,PLECON,,7/29/2025,4,E4,12.4,1,,,,,,24,
BR,DIVERSE,PLECON,,7/29/2025,13,E1,11.6,1,,,,,,24,
BR,DIVERSE,PLECON,,7/29/2025,4,B5,9.9,1,,,,,,48,
BR,DIVERSE,PLECON,,7/29/2025,13,B2,13.3,1,,,,,,24,
BR,DIVERSE,PLECON,,7/29/2025,13,A3,14.2,1,,,,,,48,
BR,DIVERSE,PLECON,,7/29/2025,13,E4,6.2,1,,,,,,47,
BR,DIVERSE,PLECON,,7/29/2025,13,C5,16.4,1,,,,,,24,
BR,DIVERSE,PLECON,,7/29/2025,3,A5,17.2,1,,,,,,24,
BR,DIVERSE,PLECON,,7/29/2025,3,B3,8.9,1,,,,,,24,
BR,DIVERSE,PLECON,,7/29/2025,3,E2,19.5,1,,,,,,24,
BR,DIVERSE,PLECON,,7/29/2025,5,D1,10.5,1,,,,,,47,
RF,ALONE,PLECON,1,6/24/2025,,,15,1,,,,,,47,BT
RF,ALONE,PLECON,2,6/24/2025,,,1.8,0,,,,,,0,TOO SENESCED TO COUNT
RF,ALONE,PLECON,3,6/24/2025,,,6.8,0,,,,,,0,
RF,ALONE,PLECON,4,6/24/2025,,,31,9,,,,,,374,
RF,ALONE,PLECON,5,6/24/2025,,,23.6,8,,,,,,350,
RF,ALONE,PLECON,6,6/24/2025,,,38.9,14,,,,,,606,
RF,ALONE,PLECON,7,6/24/2025,,,29.1,10,,,,,,421,
RF,ALONE,PLECON,8,6/24/2025,,,33.2,7,,,,,,303,
RF,ALONE,PLECON,9,6/24/2025,,,31.3,11,,,,,,488,
RF,ALONE,PLECON,10,6/24/2025,,,36.1,11,,,,,,488,
RF,ALONE,PLECON,11,6/24/2025,,,29.5,9,,,,,,374,
RF,ALONE,PLECON,12,6/24/2025,,,40,40,,,,,,1724,
RF,ALONE,PLECON,13,6/24/2025,,,45,31,,,,,,1284,
RF,ALONE,PLECON,14,6/24/2025,,,28.1,4,,,,,,119,
RF,ALONE,PLECON,15,6/24/2025,,,45.8,10,,,,,,421,
RF,ALONE,PLECON,16,6/24/2025,,,37.4,9,,,,,,374,
RF,ALONE,PLECON,17,6/24/2025,,,23.8,5,,,,,,189,
RF,ALONE,PLECON,18,6/24/2025,,,49.4,37,,,,,,1586,
RF,ALONE,PLECON,19,6/24/2025,,,26,7,,,,,,303,
RF,ALONE,PLECON,20,6/24/2025,,,50.9,14,,,,,,606,
RF,DIVERSE,PLECON,1,6/24/2025,2,D2,21.2,2,,,,,,48,
RF,DIVERSE,PLECON,2,6/24/2025,2,D5,19.9,3,,,,,,95,
RF,DIVERSE,PLECON,3,6/24/2025,3,C2,16,2,,,,,,48,
RF,DIVERSE,PLECON,4,6/24/2025,3,C5,,,,,,,,0,gone
RF,DIVERSE,PLECON,5,6/24/2025,4,D1,15.1,3,,,,,,95,
RF,DIVERSE,PLECON,6,6/24/2025,1,D3,17.6,0,,,,,,0,bt
RF,DIVERSE,PLECON,7,6/24/2025,3,D5,18.3,2,,,,,,48,
RF,DIVERSE,PLECON,8,6/24/2025,5,D2,17.6,0,,,,,,0,bt
RF,DIVERSE,PLECON,9,6/24/2025,1,B4,16.8,0,,,,,,0,bt
RF,DIVERSE,PLECON,10,6/24/2025,4,D2,19.8,3,,,,,,95,
RF,DIVERSE,PLECON,11,6/24/2025,4,D2,20.5,4,,,,,,119,
RF,DIVERSE,PLECON,12,6/24/2025,4,E2,18.2,3,,,,,,95,
RF,DIVERSE,PLECON,13,6/24/2025,4,E1,17.2,3,,,,,,95,
RF,DIVERSE,PLECON,14,6/24/2025,4,D3,18.2,3,,,,,,95,
RF,DIVERSE,PLECON,15,6/24/2025,4,C2,19.1,4,,,,,,119,
RF,DIVERSE,PLECON,16,6/24/2025,3,C5,20.1,2,,,,,,48,
RF,DIVERSE,PLECON,17,6/24/2025,3,C5,19.5,2,,,,,,48,
RF,DIVERSE,PLECON,18,6/24/2025,3,C5,11.8,2,,,,,,48,
RF,DIVERSE,PLECON,19,6/24/2025,2,C1,34.1,3,,,,,,95,
RF,DIVERSE,PLECON,20,6/24/2025,2,B3,7.2,1,,,,,,24,
RF,DIVERSE,PLECON,21,6/24/2025,2,A1,28.5,2,,,,,,48,
RF,DIVERSE,PLECON,22,6/24/2025,1,E4,13.3,1,,,,,,24,
RF,DIVERSE,PLECON,23,6/24/2025,3,D1,26.7,6,,,,,,322,
RF,DIVERSE,PLECON,24,6/24/2025,1,C5,32.7,3,,,,,,95,
RF,DIVERSE,PLECON,25,6/24/2025,1,D1,29.5,3,,,,,,95,
RF,DIVERSE,PLECON,26,6/24/2025,1,C2,15,2,,,,,,48,
RF,DIVERSE,PLECON,27,6/24/2025,1,E1,14.1,2,,,,,,48,
RF,DIVERSE,PLECON,28,6/24/2025,1,C3,16.5,1,,,,,,47,
RF,DIVERSE,PLECON,29,6/24/2025,1,D3,18.9,2,,,,,,48,
RF,DIVERSE,PLECON,30,6/24/2025,3,C3,16.7,1,,,,,,47,
RF,DIVERSE,PLECON,31,7/2/2025,1,A3,8.9,1,,,,,,24,
RF,DIVERSE,PLECON,32,7/2/2025,1,C1,17.6,0,,,,,,0,BT
RF,DIVERSE,PLECON,33,7/2/2025,1,C4,15.6,2,,,,,,48,
RF,DIVERSE,PLECON,34,7/2/2025,1,B2,14.2,0,,,,,,0,BT
RF,DIVERSE,PLECON,35,7/2/2025,1,D2,18,0,,,,,,0,BT
RF,DIVERSE,PLECON,36,7/8/2025,3,D4,9.8,1,,,,,,24,
RF,DIVERSE,PLECON,37,7/8/2025,4,D1,11.6,2,,,,,,48,
SEM,ALONE,PLECON,2,7/1/2025,,,3.7,1,,,,,,24,
SEM,ALONE,PLECON,3,7/1/2025,,,13.2,4,,,,,,119,
SEM,ALONE,PLECON,4,7/1/2025,,,9.5,6,,,,,,322,BT
SEM,ALONE,PLECON,5,7/1/2025,,,16.9,5,,,,,,189,BT
SEM,ALONE,PLECON,8,7/1/2025,,,18.5,5,,,,,,189,
SEM,ALONE,PLECON,9,7/1/2025,,,12.3,4,,,,,,119,BT
SEM,ALONE,PLECON,10,7/1/2025,,,5.8,2,,,,,,48,
SEM,ALONE,PLECON,11,7/1/2025,,,5,2,,,,,,48,
SEM,ALONE,PLECON,12,7/1/2025,,,16.9,6,,,,,,322,
SEM,ALONE,PLECON,13,7/1/2025,,,17.5,9,,,,,,417,
SEM,ALONE,PLECON,14,7/1/2025,,,15.3,11,,,,,,445,BT
SEM,ALONE,PLECON,15,7/1/2025,,,19,7,,,,,,303,BT
SEM,ALONE,PLECON,16,7/1/2025,,,10.4,2,,,,,,48,
SEM,ALONE,PLECON,17,7/1/2025,,,16,4,,,,,,119,BT
SEM,ALONE,PLECON,18,7/1/2025,,,17.8,5,,,,,,189,
SEM,ALONE,PLECON,19,7/18/2025,,,18,6,,,,,,322,
SEM,DIVERSE,PLECON,1,7/1/2025,8,E2,2.9,0,,,,,,0,BT
SEM,DIVERSE,PLECON,2,7/1/2025,8,B5,12.4,2,,,,,,48,
SEM,DIVERSE,PLECON,3,7/1/2025,7,B1,6.8,0,,,,,,0,BT
SEM,DIVERSE,PLECON,4,7/1/2025,7,C3,1.5,0,,,,,,0,BT
SEM,DIVERSE,PLECON,5,7/1/2025,7,D5,1.7,0,,,,,,0,BT
SEM,DIVERSE,PLECON,6,7/1/2025,4,C3,2.3,0,,,,,,0,BT
SEM,DIVERSE,PLECON,7,7/1/2025,2,B5,1.1,0,,,,,,0,BT
SEM,DIVERSE,PLECON,8,7/1/2025,2,D5,16,0,,,,,,0,BT
SEM,DIVERSE,PLECON,9,7/1/2025,2,C1,,,,,,,,0,gone
SEM,DIVERSE,PLECON,10,7/1/2025,6,C4,,,,,,,,0,gone
SEM,DIVERSE,PLECON,11,7/1/2025,3,D1,19.2,2,,,,,,48,
SEM,DIVERSE,PLECON,12,7/1/2025,8,D5,9.5,2,,,,,,48,
SEM,DIVERSE,PLECON,13,7/1/2025,8,D5,11.9,0,,,,,,0,BT
SEM,DIVERSE,PLECON,14,7/18/2025,2,A4,9.9,1,,,,,,24,
SEM,DIVERSE,PLECON,15,7/22/2025,4,D1,19.3,1,,,,,,47,
SEM,DIVERSE,PLECON,16,7/23/2025,7,A1,20.5,1,,,,,,90,
SEM,DIVERSE,PLECON,17,7/23/2025,7,C1,15,1,,,,,,47,
SEM,DIVERSE,PLECON,18,7/23/2025,7,C3,14.8,1,,,,,,24,
WIR,ALONE,PLECON,1,6/27/2025,,,9.3,4,,,,,,119,
WIR,ALONE,PLECON,2,6/27/2025,,,14,5,,,,,,189,
WIR,ALONE,PLECON,3,,,,,,,,,,,0,gone
WIR,ALONE,PLECON,4,6/27/2025,,,14.1,2,,,,,,48,
WIR,ALONE,PLECON,5,6/27/2025,,,8.3,0,,,,,,0,
WIR,ALONE,PLECON,6,6/27/2025,,,9.4,3,,,,,,95,
WIR,ALONE,PLECON,7,6/27/2025,,,14.6,14,,,,,,583,
WIR,ALONE,PLECON,8,6/27/2025,,,19.7,15,,,,,,630,
WIR,ALONE,PLECON,9,6/27/2025,,,3.6,0,,,,,,0,
WIR,ALONE,PLECON,10,6/27/2025,,,10.5,4,,,,,,119,
WIR,ALONE,PLECON,11,6/27/2025,,,12.4,5,,,,,,189,
WIR,ALONE,PLECON,12,6/27/2025,,,4.9,3,,,,,,95,
WIR,ALONE,PLECON,13,6/27/2025,,,10.1,8,,,,,,304,
WIR,ALONE,PLECON,14,6/27/2025,,,15,14,,,,,,583,
WIR,ALONE,PLECON,15,6/27/2025,,,16.3,17,,,,,,744,
WIR,DIVERSE,PLECON,1,6/27/2025,6,D5,14.3,1,,,,,,24,
WIR,DIVERSE,PLECON,2,6/27/2025,4,A2,15.8,3,,,,,,95,BT
WIR,DIVERSE,PLECON,3,6/27/2025,1,C3,14.7,2,,,,,,48,BT
WIR,DIVERSE,PLECON,4,6/27/2025,2,D2,8.1,0,,,,,,0,BT
WIR,DIVERSE,PLECON,5,6/27/2025,3,B3,19.2,2,,,,,,48,
WIR,DIVERSE,PLECON,6,6/27/2025,12,C1,16.5,2,,,,,,48,
WIR,DIVERSE,PLECON,7,6/27/2025,9,B3,20.7,1,,,,,,90,
WIR,DIVERSE,PLECON,8,6/27/2025,4,D2,5.4,0,,,,,,0,BT
WIR,DIVERSE,PLECON,9,6/27/2025,2,A4,10.1,4,,,,,,119,
WIR,DIVERSE,PLECON,10,6/27/2025,4,C5,14.8,1,,,,,,24,
WIR,DIVERSE,PLECON,11,7/9/2025,1,E1,10.7,1,,,,,,24,
WIR,DIVERSE,PLECON,12,7/9/2025,1,E4,4.1,1,,,,,,24,
WIR,DIVERSE,PLECON,13,7/11/2025,2,E1,11.7,2,,,,,,48,
WIR,DIVERSE,PLECON,14,7/11/2025,2,C5,11.4,1,,,,,,24,BT
WIR,DIVERSE,PLECON,15,7/11/2025,5,E1,9.2,1,,,,,,24,
WIR,DIVERSE,PLECON,16,6/27/2025,1,C1,18.6,2,,,,,,48,
WIR,DIVERSE,PLECON,17,6/27/2025,1,D3,9.3,2,,,,,,48,
WIR,DIVERSE,PLECON,18,6/27/2025,1,C2,13.7,2,,,,,,48,BT
WIR,DIVERSE,PLECON,19,6/27/2025,2,D3,19.3,2,,,,,,48,
WIR,DIVERSE,PLECON,20,6/27/2025,2,E4,14.7,8,,,,,,350,
WIR,DIVERSE,PLECON,21,6/27/2025,3,B3,10.9,3,,,,,,95,
WIR,DIVERSE,PLECON,22,6/27/2025,4,C5,17.5,3,,,,,,95,
WIR,DIVERSE,PLECON,23,6/27/2025,6,B5,13.2,1,,,,,,24,
WIR,DIVERSE,PLECON,24,6/27/2025,9,D2,11.1,1,,,,,,24,
WIR,DIVERSE,PLECON,25,6/27/2025,10,E4,16.6,3,,,,,,95,
WIR,DIVERSE,PLECON,26,7/9/2025,1,D2,10.9,2,,,,,,48,
WIR,DIVERSE,PLECON,27,7/9/2025,1,E3,5.6,1,,,,,,24,
WIR,DIVERSE,PLECON,28,7/9/2025,1,D3,6.5,1,,,,,,24,
WIR,DIVERSE,PLECON,29,7/9/2025,1,C3,17.7,1,,,,,,47,
WIR,DIVERSE,PLECON,30,7/9/2025,12,C2,18.4,1,,,,,,47,
WIR,DIVERSE,PLECON,31,7/9/2025,12,A5,11.2,1,,,,,,24,
WIR,DIVERSE,PLECON,32,7/9/2025,12,C5,21.3,1,,,,,,90,
WIR,DIVERSE,PLECON,33,7/11/2025,2,C1,7.1,2,,,,,,48,
WIR,DIVERSE,PLECON,34,7/16/2025,4,A3,13.2,0,,,,,,0,BT
WIR,DIVERSE,PLECON,35,7/16/2025,4,C5,19.3,2,,,,,,48,BT
WIR,DIVERSE,PLECON,36,7/16/2025,4,B3,16.8,2,,,,,,48,
WIR,DIVERSE,PLECON,37,7/16/2025,4,D5,19.1,1,,,,,,47,
WIR,DIVERSE,PLECON,38,7/16/2025,9,D3,13.2,3,,,,,,95,
