PARK,PLOT,PLOT.NUM,SUBPLOT,SPECIES,REP,FFDATE,HEIGHT,DEATHDATE,NOTES,,,,,,,,,,,,,,,,
RF,ALONE,,,GILCAP,8,,,,odd 6/27,,,,,,,,,,,,,,,,
RF,ALONE,,,GILCAP,9,6/20/2025,68.2,,,,,,,,,,,,,,,,,,
RF,ALONE,,,GILCAP,10,6/20/2025,70.7,,,,,,,,,,,,,,,,,,
RF,ALONE,,,GILCAP,11,6/20/2025,48.7,,,,,,,,,,,,,,,,,,
RF,ALONE,,,GILCAP,12,6/9/2025,53.9,,,,,,,,,,,,,,,,,,
RF,ALONE,,,GILCAP,13,6/6/2025,48.5,,,,,,,,,,,,,,,,,,
RF,ALONE,,,GILCAP,14,6/6/2025,55.5,,,,,,,,,,,,,,,,,,
RF,ALONE,,,GILCAP,15,,,,,,,,,,,,,,,,,,,,
RF,ALONE,,,NAVSQU,1,6/20/2025,3.1,,,,,,,,,,,,,,,,,,
RF,ALONE,,,NAVSQU,2,6/24/2025,7.3,,,,,,,,,,,,,,,,,,
RF,ALONE,,,NAVSQU,3,6/20/2025,20.1,,,,,,,,,,,,,,,,,,
RF,ALONE,,,NAVSQU,4,6/20/2025,15.5,,,,,,,,,,,,,,,,,,
RF,ALONE,,,NAVSQU,5,6/20/2025,5.6,,,,,,,,,,,,,,,,,,
RF,ALONE,,,NAVSQU,6,,,,,,,,,,,,,,,,,,,,
RF,ALONE,,,NAVSQU,7,,,6/20/2025,,,,,,,,,,,,,,,,,
RF,ALONE,,,NAVSQU,8,6/24/2025,4.6,,,,,,,,,,,,,,,,,,
RF,ALONE,,,NAVSQU,9,6/20/2025,32.5,,,,,,,,,,,,,,,,,,
RF,ALONE,,,NAVSQU,10,,,,,,,,,,,,,,,,,,,,
RF,ALONE,,,NAVSQU,11,6/20/2025,15.0,,,,,,,,,,,,,,,,,,
RF,ALONE,,,NAVSQU,12,6/20/2025,15.5,,,,,,,,,,,,,,,,,,
RF,ALONE,,,NAVSQU,13,6/20/2025,13.1,,,,,,,,,,,,,,,,,,
RF,ALONE,,,NAVSQU,14,6/20/2025,11.7,,,,,,,,,,,,,,,,,,
RF,ALONE,,,NAVSQU,15,,,,,,,,,,,,,,,,,,,,
RF,ALONE,,,PLAFIG,1,5/6/2025,7.6,,,,,,,,,,,,,,,,,,
RF,ALONE,,,PLAFIG,2,5/6/2025,12.1,,,,,,,,,,,,,,,,,,
RF,ALONE,,,PLAFIG,3,5/9/2025,10.8,,,,,,,,,,,,,,,,,,
RF,ALONE,,,PLAFIG,4,,,,,,,,,,,,,,,,,,,,
RF,ALONE,,,PLAFIG,5,5/16/2025,15.0,,,,,,,,,,,,,,,,,,
RF,ALONE,,,PLAFIG,6,,,6/17/2025,,,,,,,,,,,,,,,,,
RF,ALONE,,,PLAFIG,7,5/27/2025,12.4,,,,,,,,,,,,,,,,,,
RF,ALONE,,,PLAFIG,8,,,,,,,,,,,,,,,,,,,,
RF,ALONE,,,PLAFIG,9,,,,,,,,,,,,,,,,,,,,
RF,ALONE,,,PLAFIG,10,,,5/27/2025,,,,,,,,,,,,,,,,,
RF,ALONE,,,PLAFIG,11,5/16/2025,12.5,6/9/2025,ODD 6/2,,,,,,,,,,,,,,,,
RF,ALONE,,,PLAFIG,12,5/9/2025,10.9,,,,,,,,,,,,,,,,,,
RF,ALONE,,,PLAFIG,13,5/27/2025,9.8,,,,,,,,,,,,,,,,,,
RF,ALONE,,,PLAFIG,14,,,,,,,,,,,,,,,,,,,,
RF,ALONE,,,PLAFIG,15,,,6/6/2025,ODD 6/2,,,,,,,,,,,,,,,,
RF,ALONE,,,PLECON,1,4/18/2025,7.7,5/27/2025,,,,,,,,,,,,,,,,,
RF,ALONE,,,PLECON,2,5/6/2025,7.1,5/9/2025,odd 5/6,,,,,,,,,,,,,,,,
RF,ALONE,,,PLECON,3,4/22/2025,7.8,5/20/2025,,,,,,,,,,,,,,,,,
RF,ALONE,,,PLECON,4,4/18/2025,8.4,,,,,,,,,,,,,,,,,,
RF,ALONE,,,PLECON,5,4/22/2025,13.7,,,,,,,,,,,,,,,,,,
RF,ALONE,,,PLECON,6,4/15/2025,14.8,,,,,,,,,,,,,,,,,,
RF,ALONE,,,PLECON,7,4/18/2025,10.7,,,,,,,,,,,,,,,,,,
RF,ALONE,,,PLECON,8,4/25/2025,11.9,,,,,,,,,,,,,,,,,,
RF,ALONE,,,PLECON,9,4/11/2025,8.5,,,,,,,,,,,,,,,,,,
RF,ALONE,,,PLECON,10,4/11/2025,13.2,,,,,,,,,,,,,,,,,,
RF,ALONE,,,PLECON,11,4/22/2025,16.1,,,,,,,,,,,,,,,,,,
RF,ALONE,,,PLECON,12,4/15/2025,18.4,,,,,,,,,,,,,,,,,,
RF,ALONE,,,PLECON,13,4/18/2025,15.0,,,,,,,,,,,,,,,,,,
RF,ALONE,,,PLECON,14,4/18/2025,10.8,,,,,,,,,,,,,,,,,,
RF,ALONE,,,PLECON,15,4/15/2025,16.3,,,,,,,,,,,,,,,,,,
RF,DIVERSE,1,,CLAPUR,1,,,6/17/2025,,,,,,,,,,,,,,,,,
RF,DIVERSE,6,,CLAPUR,2,6/17/2025,7.4,,measured height at fruit,,,,,,,,,,,,,,,,
RF,DIVERSE,4,,CLAPUR,3,,,6/17/2025,,,,,,,,,,,,,,,,,
RF,DIVERSE,5,,CLAPUR,4,,,6/17/2025,,,,,,,,,,,,,,,,,
RF,DIVERSE,5,,CLAPUR,5,6/17/2025,19.9,,measured height at fruit,,,,,,,,,,,,,,,,
RF,DIVERSE,4,,CLAPUR,6,,,6/17/2025,,,,,,,,,,,,,,,,,
RF,DIVERSE,5,,CLAPUR,7,6/17/2025,9.1,,measured height at fruit,,,,,,,,,,,,,,,,
RF,DIVERSE,6,,CLAPUR,8,6/17/2025,44.0,,measured height at fruit,,,,,,,,,,,,,,,,
RF,DIVERSE,,,CLAPUR,9,,,,,,,,,,,,,,,,,,,,
RF,DIVERSE,,,CLAPUR,10,,,,,,,,,,,,,,,,,,,,
RF,DIVERSE,2,,COLLIN,1,5/16/2025,12.7,,,,,,,,,,,,,,,,,,
RF,DIVERSE,1,,COLLIN,2,5/13/2025,12.6,6/17/2025,,,,,,,,,,,,,,,,,
RF,DIVERSE,2,,COLLIN,3,5/27/2025,15.4,,,,,,,,,,,,,,,,,,
RF,DIVERSE,2,,COLLIN,4,5/6/2025,13.1,6/17/2026,,,,,,,,,,,,,,,,,
RF,DIVERSE,2,,COLLIN,5,5/13/2025,15.8,6/20/2025,,,,,,,,,,,,,,,,,
RF,DIVERSE,1,,COLLIN,6,5/16/2025,8.7,6/17/2025,,,,,,,,,,,,,,,,,
RF,DIVERSE,4,,COLLIN,7,5/30/2025,5.2,6/17/2025,,,,,,,,,,,,,,,,,
RF,DIVERSE,2,,COLLIN,8,5/13/2025,11.5,,,,,,,,,,,,,,,,,,
RF,DIVERSE,1,,COLLIN,9,5/16/2025,10.6,6/17/2025,,,,,,,,,,,,,,,,,
RF,DIVERSE,3,,COLLIN,10,5/13/2025,12.8,,,,,,,,,,,,,,,,,,
RF,DIVERSE,3,,COLLOM,1,6/27/2025,27.4,,cleistogamous,,,,,,,,,,,,,,,,
RF,DIVERSE,6,,COLLOM,2,,,6/17/2025,,,,,,,,,,,,,,,,,
RF,DIVERSE,4,,COLLOM,3,,,,odd 6/17/25,,,,,,,,,,,,,,,,
RF,DIVERSE,5,,COLLOM,4,,,,,,,,,,,,,,,,,,,,
RF,DIVERSE,5,,COLLOM,5,,,6/17/2025,,,,,,,,,,,,,,,,,
RF,DIVERSE,2,,COLLOM,6,6/6/2025,6.9,,"cleistog, odd 6/20",,,,,,,,,,,,,,,,
RF,DIVERSE,5,,COLLOM,7,,,6/17/2025,,,,,,,,,,,,,,,,,
RF,DIVERSE,4,,COLLOM,8,6/27/2025,21.1,,cleistogamous,,,,,,,,,,,,,,,,
RF,DIVERSE,1,,COLLOM,9,6/9/2025,25.6,,,,,,,,,,,,,,,,,,
RF,DIVERSE,3,,COLLOM,10,,,,,,,,,,,,,,,,,,,,
RF,DIVERSE,6,,EPIDEN,1,6/17/2025,17.7,,,,,,,,,,,,,,,,,,
RF,DIVERSE,4,,EPIDEN,2,6/17/2025,17.2,,,,,,,,,,,,,,,,,,
RF,DIVERSE,2,,EPIDEN,3,,,6/17/2025,,,,,,,,,,,,,,,,,
RF,DIVERSE,4,,EPIDEN,4,,,6/17/2025,,,,,,,,,,,,,,,,,
RF,DIVERSE,3,,EPIDEN,5,,,6/17/2025,,,,,,,,,,,,,,,,,
RF,DIVERSE,1,,EPIDEN,6,,,6/17/2025,,,,,,,,,,,,,,,,,
RF,DIVERSE,4,,EPIDEN,7,,,6/17/2025,,,,,,,,,,,,,,,,,
RF,DIVERSE,5,,EPIDEN,8,,,,,,,,,,,,,,,,,,,,
RF,DIVERSE,2,,EPIDEN,9,,,6/27/2025,,,,,,,,,,,,,,,,,
RF,DIVERSE,1,,EPIDEN,10,,,6/17/2025,,,,,,,,,,,,,,,,,
RF,DIVERSE,2,,GILCAP,1,6/6/2025,25.2,,,,,,,,,,,,,,,,,,
RF,DIVERSE,5,,GILCAP,2,,,,odd 6/17/25,,,,,,,,,,,,,,,,
RF,DIVERSE,1,,GILCAP,3,6/9/2025,16.7,,,,,,,,,,,,,,,,,,
RF,DIVERSE,5,,GILCAP,4,,,,odd 6/17/25,,,,,,,,,,,,,,,,
RF,DIVERSE,4,,GILCAP,5,,,6/17/2025,,,,,,,,,,,,,,,,,
RF,DIVERSE,,,GILCAP,6,,,,,,,,,,,,,,,,,,,,
RF,DIVERSE,,,GILCAP,7,,,,,,,,,,,,,,,,,,,,
RF,DIVERSE,,,GILCAP,8,,,,,,,,,,,,,,,,,,,,
RF,DIVERSE,,,GILCAP,9,,,,,,,,,,,,,,,,,,,,
RF,DIVERSE,,,GILCAP,10,,,,,,,,,,,,,,,,,,,,
RF,DIVERSE,,,NAVSQU,1,,,,,,,,,,,,,,,,,,,,
RF,DIVERSE,,,NAVSQU,2,,,,,,,,,,,,,,,,,,,,
RF,DIVERSE,,,NAVSQU,3,,,,,,,,,,,,,,,,,,,,
RF,DIVERSE,,,NAVSQU,4,,,,,,,,,,,,,,,,,,,,
RF,DIVERSE,,,NAVSQU,5,,,,,,,,,,,,,,,,,,,,
RF,DIVERSE,,,NAVSQU,6,,,,,,,,,,,,,,,,,,,,
RF,DIVERSE,,,NAVSQU,7,,,,,,,,,,,,,,,,,,,,
RF,DIVERSE,,,NAVSQU,8,,,,,,,,,,,,,,,,,,,,
RF,DIVERSE,,,NAVSQU,9,,,,,,,,,,,,,,,,,,,,
RF,DIVERSE,,,NAVSQU,10,,,,,,,,,,,,,,,,,,,,
RF,DIVERSE,6,,PLAFIG,1,5/27/2025,9.4,6/20/2025,,,,,,,,,,,,,,,,,
RF,DIVERSE,5,,PLAFIG,2,5/13/2025,10.4,6/17/2025,,,,,,,,,,,,,,,,,
RF,DIVERSE,6,,PLAFIG,3,5/16/2025,7.7,6/17/2025,,,,,,,,,,,,,,,,,
RF,DIVERSE,6,,PLAFIG,4,5/16/2025,6.4,6/17/2025,,,,,,,,,,,,,,,,,
RF,DIVERSE,6,,PLAFIG,5,5/20/2025,9.3,6/17/2025,,,,,,,,,,,,,,,,,
RF,DIVERSE,5,,PLAFIG,6,5/16/2025,8.2,6/17/2025,,,,,,,,,,,,,,,,,
RF,DIVERSE,6,,PLAFIG,7,5/20/2025,8.6,6/17/2025,,,,,,,,,,,,,,,,,
RF,DIVERSE,,,PLAFIG,8,,,,,,,,,,,,,,,,,,,,
RF,DIVERSE,,,PLAFIG,9,,,,,,,,,,,,,,,,,,,,
RF,DIVERSE,,,PLAFIG,10,,,,,,,,,,,,,,,,,,,,
RF,DIVERSE,2,,PLECON,1,4/29/2025,17.2,,BT,,,,,,,,,,,,,,,,
RF,DIVERSE,2,,PLECON,2,5/2/2025,9.3,,,,,,,,,,,,,,,,,,
RF,DIVERSE,3,,PLECON,3,4/18/2025,3.0,,,,,,,,,,,,,,,,,,
RF,DIVERSE,3,,PLECON,4,5/27/2025,11.7,,h 5/13,,,,,,,,,,,,,,,,
RF,DIVERSE,4,,PLECON,5,4/23/2025,8.4,,,,,,,,,,,,,,,,,,
RF,DIVERSE,1,,PLECON,6,4/18/2025,13.5,,,,,,,,,,,,,,,,,,
RF,DIVERSE,3,,PLECON,7,5/2/2025,14.0,,,,,,,,,,,,,,,,,,
RF,DIVERSE,5,,PLECON,8,4/29/2025,12.8,,,,,,,,,,,,,,,,,,
RF,DIVERSE,1,,PLECON,9,4/29/2025,13.3,6/17/2025,,,,,,,,,,,,,,,,,
RF,DIVERSE,4,,PLECON,10,4/29/2025,13.4,,,,,,,,,,,,,,,,,,
SEM,ALONE,,,CLAPUR,1,,,,,,,,,,,,,,,,,,,,
SEM,ALONE,,,CLAPUR,2,,,,,,,,,,,,,,,,,,,,
SEM,ALONE,,,CLAPUR,3,,,,h 6/9,,,,,,,,,,,,,,,,
SEM,ALONE,,,CLAPUR,4,,,,,,,,,,,,,,,,,,,,
SEM,ALONE,,,CLAPUR,5,,,,,,,,,,,,,,,,,,,,
SEM,ALONE,,,CLAPUR,6,,,,,,,,,,,,,,,,,,,,
SEM,ALONE,,,CLAPUR,7,,,,,,,,,,,,,,,,,,,,
SEM,ALONE,,,CLAPUR,8,,,,,,,,,,,,,,,,,,,,
SEM,ALONE,,,CLAPUR,9,,,6/24/2025,,,,,,,,,,,,,,,,,
SEM,ALONE,,,CLAPUR,10,,,,,,,,,,,,,,,,,,,,
SEM,ALONE,,,CLAPUR,11,,,,,,,,,,,,,,,,,,,,
SEM,ALONE,,,CLAPUR,12,6/27/2025,7.2,,,,,,,,,,,,,,,,,,
SEM,ALONE,,,CLAPUR,13,,,,h 6/9,,,,,,,,,,,,,,,,
SEM,ALONE,,,CLAPUR,14,,,,,,,,,,,,,,,,,,,,
SEM,ALONE,,,CLAPUR,15,,,,,,,,,,,,,,,,,,,,
SEM,ALONE,,,COLLIN,1,,,6/27/2025,H 4/25,,,,,,,,,,,,,,,,
SEM,ALONE,,,COLLIN,2,,,6/6/2025,"H 4/25, ODD 6/2",,,,,,,,,,,,,,,,
SEM,ALONE,,,COLLIN,3,,,6/20/2025,,,,,,,,,,,,,,,,,
SEM,ALONE,,,COLLIN,4,6/6/2025,7.5,,H 4/25,,,,,,,,,,,,,,,,
SEM,ALONE,,,COLLIN,5,6/2/2025,6.6,,H 4/25,,,,,,,,,,,,,,,,
SEM,ALONE,,,COLLIN,6,6/2/2025,9.5,,H 4/25,,,,,,,,,,,,,,,,
SEM,ALONE,,,COLLIN,7,6/2/2025,8.0,,H 4/25,,,,,,,,,,,,,,,,
SEM,ALONE,,,COLLIN,8,6/9/2025,10.1,6/20/2025,H 4/25,,,,,,,,,,,,,,,,
SEM,ALONE,,,COLLIN,9,,,5/27/2025,H 4/25,,,,,,,,,,,,,,,,
SEM,ALONE,,,COLLIN,10,,,6/2/2025,,,,,,,,,,,,,,,,,
SEM,ALONE,,,COLLIN,11,6/2/2025,5.6,6/20/2025,H 4/25,,,,,,,,,,,,,,,,
SEM,ALONE,,,COLLIN,12,,,5/27/2025,,,,,,,,,,,,,,,,,
SEM,ALONE,,,COLLIN,13,6/20/2025,8.3,,H 4/25,,,,,,,,,,,,,,,,
SEM,ALONE,,,COLLIN,14,,,,H 4/25,,,,,,,,,,,,,,,,
SEM,ALONE,,,COLLIN,15,,,5/27/2025,,,,,,,,,,,,,,,,,
SEM,ALONE,,,COLLOM,1,6/27/2025,4.8,,"cleistogamous, height at fruit",,,,,,,,,,,,,,,,
SEM,ALONE,,,COLLOM,2,,,,,,,,,,,,,,,,,,,,
SEM,ALONE,,,COLLOM,3,,,,,,,,,,,,,,,,,,,,
SEM,ALONE,,,COLLOM,4,,,,,,,,,,,,,,,,,,,,
SEM,ALONE,,,COLLOM,5,,,,,,,,,,,,,,,,,,,,
SEM,ALONE,,,COLLOM,6,,,,,,,,,,,,,,,,,,,,
SEM,ALONE,,,COLLOM,7,,,,,,,,,,,,,,,,,,,,
SEM,ALONE,,,COLLOM,8,,,,,,,,,,,,,,,,,,,,
SEM,ALONE,,,COLLOM,9,,,,,,,,,,,,,,,,,,,,
SEM,ALONE,,,COLLOM,10,,,6/27/2025,,,,,,,,,,,,,,,,,
SEM,ALONE,,,COLLOM,11,,,,,,,,,,,,,,,,,,,,
SEM,ALONE,,,COLLOM,12,6/27/2025,10.0,,"cleistogamous, height at fruit",,,,,,,,,,,,,,,,
SEM,ALONE,,,COLLOM,13,,,6/6/2025,,,,,,,,,,,,,,,,,
SEM,ALONE,,,COLLOM,14,,,,odd 6/24,,,,,,,,,,,,,,,,
SEM,ALONE,,,COLLOM,15,6/27/2025,6.5,,"cleistogamous, height at fruit",,,,,,,,,,,,,,,,
SEM,ALONE,,,EPIDEN,1,,,,,,,,,,,,,,,,,,,,
SEM,ALONE,,,EPIDEN,2,6/27/2025,12.3,,,,,,,,,,,,,,,,,,
SEM,ALONE,,,EPIDEN,3,6/17/2025,13.0,,,,,,,,,,,,,,,,,,
SEM,ALONE,,,EPIDEN,4,,,,,,,,,,,,,,,,,,,,
SEM,ALONE,,,EPIDEN,5,,,,,,,,,,,,,,,,,,,,
SEM,ALONE,,,EPIDEN,6,,,,,,,,,,,,,,,,,,,,
SEM,ALONE,,,EPIDEN,7,6/27/2025,6.5,,,,,,,,,,,,,,,,,,
SEM,ALONE,,,EPIDEN,8,6/27/2025,10.3,,,,,,,,,,,,,,,,,,
SEM,ALONE,,,EPIDEN,9,,,6/17/2025,,,,,,,,,,,,,,,,,
SEM,ALONE,,,EPIDEN,10,,,,odd 6/27,,,,,,,,,,,,,,,,
SEM,ALONE,,,EPIDEN,11,6/17/2025,6.1,,,,,,,,,,,,,,,,,,
SEM,ALONE,,,EPIDEN,12,6/27/2025,5.4,,,,,,,,,,,,,,,,,,
SEM,ALONE,,,EPIDEN,13,6/27/2025,12.0,,,,,,,,,,,,,,,,,,
SEM,ALONE,,,EPIDEN,14,6/24/2025,12.8,,,,,,,,,,,,,,,,,,
SEM,ALONE,,,EPIDEN,15,,,,,,,,,,,,,,,,,,,,
SEM,ALONE,,,GILCAP,1,6/24/2025,20.3,,,,,,,,,,,,,,,,,,
SEM,ALONE,,,GILCAP,2,,,,,,,,,,,,,,,,,,,,
SEM,ALONE,,,GILCAP,3,,,,,,,,,,,,,,,,,,,,
SEM,ALONE,,,GILCAP,4,,,,,,,,,,,,,,,,,,,,
SEM,ALONE,,,GILCAP,5,,,,,,,,,,,,,,,,,,,,
SEM,ALONE,,,GILCAP,6,,,,,,,,,,,,,,,,,,,,
SEM,ALONE,,,GILCAP,7,,,,,,,,,,,,,,,,,,,,
SEM,ALONE,,,GILCAP,8,6/27/2025,12.7,,h 6/6,,,,,,,,,,,,,,,,
SEM,ALONE,,,GILCAP,9,,,,h 6/6,,,,,,,,,,,,,,,,
SEM,ALONE,,,GILCAP,10,,,,h 6/6,,,,,,,,,,,,,,,,
SEM,ALONE,,,GILCAP,11,,,,h 6/6,,,,,,,,,,,,,,,,
SEM,ALONE,,,GILCAP,12,,,,h 6/6,,,,,,,,,,,,,,,,
SEM,ALONE,,,GILCAP,13,6/24/2025,17.5,,h 6/6,,,,,,,,,,,,,,,,
SEM,ALONE,,,GILCAP,14,6/24/2025,14.6,,h 6/6,,,,,,,,,,,,,,,,
SEM,ALONE,,,GILCAP,15,6/20/2025,25.7,,h 6/6,,,,,,,,,,,,,,,,
SEM,ALONE,,,NAVSQU,1,6/20/2025,6.1,,height at fruit 6/20,,,,,,,,,,,,,,,,
SEM,ALONE,,,NAVSQU,2,6/20/2025,3.5,,,,,,,,,,,,,,,,,,
SEM,ALONE,,,NAVSQU,3,6/24/2025,11.6,,,,,,,,,,,,,,,,,,
SEM,ALONE,,,NAVSQU,4,6/24/2025,10.5,,,,,,,,,,,,,,,,,,
SEM,ALONE,,,NAVSQU,5,6/17/2025,27.7,,,,,,,,,,,,,,,,,,
SEM,ALONE,,,NAVSQU,6,6/24/2025,17.4,,,,,,,,,,,,,,,,,,
SEM,ALONE,,,NAVSQU,7,6/24/2025,15.7,,,,,,,,,,,,,,,,,,
SEM,ALONE,,,NAVSQU,8,6/17/2025,10.5,,,,,,,,,,,,,,,,,,
SEM,ALONE,,,NAVSQU,9,6/20/2025,15.8,,,,,,,,,,,,,,,,,,
SEM,ALONE,,,NAVSQU,10,6/17/2025,16.1,,,,,,,,,,,,,,,,,,
SEM,ALONE,,,NAVSQU,11,6/24/2025,13.8,,,,,,,,,,,,,,,,,,
SEM,ALONE,,,NAVSQU,12,6/24/2025,16.1,,,,,,,,,,,,,,,,,,
SEM,ALONE,,,NAVSQU,13,6/24/2025,12.3,,,,,,,,,,,,,,,,,,
SEM,ALONE,,,NAVSQU,14,6/24/2025,10.5,,,,,,,,,,,,,,,,,,
SEM,ALONE,,,NAVSQU,15,6/17/2025,20.3,,,,,,,,,,,,,,,,,,
SEM,ALONE,,,NAVSQU,16,,,,,,,,,,,,,,,,,,,,
SEM,ALONE,,,PLAFIG,1,5/2/2025,9.2,,,,,,,,,,,,,,,,,,
SEM,ALONE,,,PLAFIG,2,5/9/2025,12.5,,h 5/6,,,,,,,,,,,,,,,,
SEM,ALONE,,,PLAFIG,3,5/6/2025,13.7,,,,,,,,,,,,,,,,,,
SEM,ALONE,,,PLAFIG,4,5/2/2025,12.3,,,,,,,,,,,,,,,,,,
SEM,ALONE,,,PLAFIG,5,4/29/2025,12.1,,,,,,,,,,,,,,,,,,
SEM,ALONE,,,PLAFIG,6,4/29/2025,9.9,,,,,,,,,,,,,,,,,,
SEM,ALONE,,,PLAFIG,7,5/16/2025,14.4,,,,,,,,,,,,,,,,,,
SEM,ALONE,,,PLAFIG,8,5/2/2025,8.9,,,,,,,,,,,,,,,,,,
SEM,ALONE,,,PLAFIG,9,5/16/2025,12.3,,,,,,,,,,,,,,,,,,
SEM,ALONE,,,PLAFIG,10,5/6/2025,4.5,,,,,,,,,,,,,,,,,,
SEM,ALONE,,,PLAFIG,11,5/2/2025,10.1,,,,,,,,,,,,,,,,,,
SEM,ALONE,,,PLAFIG,12,4/29/2025,9.3,,,,,,,,,,,,,,,,,,
SEM,ALONE,,,PLAFIG,13,5/9/2025,9.1,,,,,,,,,,,,,,,,,,
SEM,ALONE,,,PLAFIG,14,5/2/2025,7.7,,,,,,,,,,,,,,,,,,
SEM,ALONE,,,PLAFIG,15,5/6/2025,5.6,,,,,,,,,,,,,,,,,,
SEM,ALONE,,,PLAFIG,16,5/2/2025,9.1,,,,,,,,,,,,,,,,,,
SEM,ALONE,,,PLECON,1,4/29/2025,9.6,,"H 5/2, ODD 6/2",,,,,,,,,,,,,,,,
SEM,ALONE,,,PLECON,2,4/25/2025,8.6,,h 4/29,,,,,,,,,,,,,,,,
SEM,ALONE,,,PLECON,3,4/29/2025,7.0,,ODD 6/24,,,,,,,,,,,,,,,,
SEM,ALONE,,,PLECON,4,5/6/2025,13.5,,"ODD 6/24, broken stem",,,,,,,,,,,,,,,,
SEM,ALONE,,,PLECON,5,5/2/2025,7.8,,,,,,,,,,,,,,,,,,
SEM,ALONE,,,PLECON,6,4/22/2025,5.2,5/6/2025,Old plant FF 4/8/25 (6cm),,,,,,,,,,,,,,,,
SEM,ALONE,,,PLECON,7,4/25/2025,7.2,5/27/2025,h 4/29,,,,,,,,,,,,,,,,
SEM,ALONE,,,PLECON,8,4/25/2025,7.5,,h 5/2,,,,,,,,,,,,,,,,
SEM,ALONE,,,PLECON,9,5/6/2025,5.3,,Old plant ff 4/18 7.0,,,,,,,,,,,,,,,,
SEM,ALONE,,,PLECON,10,5/2/2025,7.1,,,,,,,,,,,,,,,,,,
SEM,ALONE,,,PLECON,11,4/15/2025,7.2,,h 4/29,,,,,,,,,,,,,,,,
SEM,ALONE,,,PLECON,12,4/8/2025,8.4,,H (4/11/25),,,,,,,,,,,,,,,,
SEM,ALONE,,,PLECON,13,4/25/2025,7.4,6/24/2025,h 5/2,,,,,,,,,,,,,,,,
SEM,ALONE,,,PLECON,14,4/29/2025,8.9,5/30/2025,odd 5/27,,,,,,,,,,,,,,,,
SEM,ALONE,,,PLECON,15,4/22/2025,7.2,5/13/2025,h5/2,,,,,,,,,,,,,,,,
SEM,DIVERSE,5,,CLAPUR,1,6/24/2025,9.8,,,,,,,,,,,,,,,,,,
SEM,DIVERSE,6,,CLAPUR,2,6/20/2025,5.3,,height @ fruit 6/20,,,,,,,,,,,,,,,,
SEM,DIVERSE,5,,CLAPUR,3,,,6/17/2025,,,,,,,,,,,,,,,,,
SEM,DIVERSE,7,,CLAPUR,4,,,6/17/2025,,,,,,,,,,,,,,,,,
SEM,DIVERSE,8,,CLAPUR,5,,,,,,,,,,,,,,,,,,,,
SEM,DIVERSE,6,,CLAPUR,6,,,6/24/2025,,,,,,,,,,,,,,,,,
SEM,DIVERSE,5,,CLAPUR,7,,,6/20/2025,,,,,,,,,,,,,,,,,
SEM,DIVERSE,2,,CLAPUR,8,6/9/2025,18.6,,,,,,,,,,,,,,,,,,
SEM,DIVERSE,7,,CLAPUR,9,,,,,,,,,,,,,,,,,,,,
SEM,DIVERSE,1,,CLAPUR,10,,,,,,,,,,,,,,,,,,,,
SEM,DIVERSE,6,,COLLIN,1,5/27/2025,18.0,,,,,,,,,,,,,,,,,,
SEM,DIVERSE,8,,COLLIN,2,5/23/2026,12.8,,,,,,,,,,,,,,,,,,
SEM,DIVERSE,1,,COLLIN,3,6/2/2025,9.6,,,,,,,,,,,,,,,,,,
SEM,DIVERSE,6,,COLLIN,4,5/13/2025,17.2,,,,,,,,,,,,,,,,,,
SEM,DIVERSE,3,,COLLIN,5,5/9/2025,18.4,,,,,,,,,,,,,,,,,,
SEM,DIVERSE,7,,COLLIN,6,5/27/2025,19.6,,,,,,,,,,,,,,,,,,
